ID,X,Y,Z,Indoor,InCar,BSdist,GCellID,Relay,RxNodeID,FreqInGHz,BandwidthMHz,N0,RSSI,BestRSRP,BestRSRPNode,BestSINR,RoIDbm,BestCouplingLoss,MaxTxAg,MaxRxAg,AssoTxAg,AssoRxAg,MaxTransmitBeamID
1505,190.912414,428.812794,1.5,false,false,63.727796,2,true,1505,2.7,1.728,-104.62456261857125,0.003305712359532364,-24.820216218713817,130,25.27669107031386,-1000,-63.19521621871382,8.911008666066113,-1000,2.5803322609958927,0,0
1528,315.305534,486.68102,1.5,false,false,87.734551,2,true,1528,1.7,1.728,-104.62456261857125,0.005997480050532631,-22.239632939603126,2,23.50786949786366,-1000,-60.614632939603126,9.527620122134675,-1000,6.13801023828019,0,0
1552,132.617902,455.235963,1.5,false,false,121.756643,2,true,1552,3.7,1.728,-104.62456261857125,0.0005465121809591966,-32.66289195634377,130,20.459957262316387,-1000,-71.03789195634377,15.567543069529124,-1000,15.567543069529124,0,0
1556,272.650647,558.059602,1.5,false,false,129.236332,2,true,1556,0.7,1.728,-104.62456261857125,4.120278238084566E-05,-43.88323114827105,2,21.243206368993626,-1000,-82.25823114827105,15.238101716163268,-1000,15.238101716163268,0,0
1566,135.0199,381.278837,1.5,false,false,128.253912,2,true,1566,1.7,1.728,-104.62456261857125,0.008151016558744673,-20.91371161453513,130,22.243784130435035,-1000,-59.28871161453513,14.629757417023882,-1000,14.629757417023882,0,0
1586,251.846563,457.185498,1.5,false,false,33.763649,2,true,1586,1.7,1.728,-104.62456261857125,0.00043740772881721703,-33.65625189649934,2,18.208338913295577,-1000,-72.03125189649934,8.789519375388926,-1000,-8.314684851448389,0,0
1604,294.559885,495.19559,1.5,false,false,80.028403,2,true,1604,1.7,1.728,-104.62456261857125,0.0047310577480968825,-23.26169400975663,2,25.850459903060504,-1000,-61.63669400975663,9.04026596940003,-1000,-1.0825617140973796,0,0
1616,156.307485,495.683314,1.5,false,false,115.144009,2,true,1616,3.7,1.728,-104.62456261857125,0.00038138038775284,-34.28905936438434,130,16.213130418157057,-1000,-72.66405936438434,12.044696074939456,-1000,12.044696074939456,0,0
1644,248.406864,467.830137,1.5,false,false,42.036199,2,true,1644,1.7,1.728,-104.62456261857125,0.0013931825785849863,-28.63866539660259,2,17.376139658290654,-1000,-67.01366539660259,9.003752879623756,-1000,-6.155009611897306,0,0
1646,344.094915,369.638907,1.5,false,false,115.854827,2,true,1646,1.7,1.728,-104.62456261857125,0.04669465727635172,-13.335730508007245,258,21.830079223027944,-1000,-51.710730508007245,13.436771672933254,-1000,13.436771672933254,0,0
1652,347.603649,558.293213,1.5,false,false,160.54261,2,true,1652,3.7,1.728,-104.62456261857125,6.369382622949666E-05,-42.07564945162318,2,15.651565124866586,-1000,-80.45064945162318,16.59311645529883,-1000,16.59311645529883,0,0
1654,337.839798,615.932351,1.5,false,false,204.27354,2,true,1654,2.7,1.728,-104.62456261857125,4.411777155931943E-05,-43.67235195457799,2,15.581734456641279,-1000,-82.04735195457799,15.841980382656978,-1000,15.841980382656978,0,0
1713,282.444726,329.043576,1.5,false,false,111.420326,2,true,1713,0.7,1.728,-104.62456261857125,0.00047663694634292997,-33.23926963722269,258,23.114845155528194,-1000,-71.61426963722269,14.36894450468796,-1000,14.36894450468796,0,0
1731,296.453593,521.143302,1.5,false,false,102.358143,2,true,1731,1.7,1.728,-104.62456261857125,8.583744298550647E-05,-40.6916141910081,2,21.833228185179735,-1000,-79.0666141910081,13.171142949484121,-1000,13.171142949484121,0,0
1746,285.422332,625.432513,1.5,false,false,197.059322,2,true,1746,1.7,1.728,-104.62456261857125,0.009953489912142018,-20.094816479207857,2,17.61484656161148,-1000,-58.46981647920786,14.997963839072181,-1000,14.997963839072181,0,0
1769,161.551214,645.033944,1.5,false,false,230.929524,2,true,1769,3.7,1.728,-104.62456261857125,0.0010783832879740793,-29.68968359636041,266,23.959876703253155,-1000,-68.06468359636041,13.728746946986288,-1000,13.728746946986288,0,0
1782,355.204702,617.94239,1.5,false,false,214.054362,2,true,1782,0.7,1.728,-104.62456261857125,0.0001116533080092344,-39.609107656282504,2,16.89774481540445,-1000,-77.9841076562825,15.624476488355986,-1000,15.624476488355986,0,0
1787,300.574179,396.758655,1.5,false,false,66.515813,2,true,1787,3.7,1.728,-104.62456261857125,0.007100354292472435,-21.511949785424378,258,22.429713429425753,-1000,-59.88694978542438,9.33411356020527,-1000,-0.21109985192019387,0,0
1791,253.816934,639.476129,1.5,false,false,207.831582,2,true,1791,0.7,1.728,-104.62456261857125,0.0009621160444679148,-30.223158635507545,2,18.912397017562874,-1000,-68.59815863550755,13.419776789692937,-1000,13.419776789692937,0,0
1813,370.952305,602.28134,1.5,false,false,209.364713,2,true,1813,3.7,1.728,-104.62456261857125,2.669033098193514E-05,-45.86477576292164,2,15.230741097650508,-1000,-84.23977576292164,15.668889146125313,-1000,15.668889146125313,0,0
1816,263.145669,418.328517,1.5,false,false,30.67057,2,true,1816,0.7,1.728,-104.62456261857125,0.0013025977598248692,-28.901169189900145,258,19.4271411879031,-1000,-67.27616918990014,8.652866800303368,-1000,-18.943992344202222,0,0
1821,315.785024,520.233555,1.5,false,false,111.747022,2,true,1821,2.7,1.728,-104.62456261857125,0.14633796151605147,-8.356316450549983,2,26.422490440933757,-1000,-46.73131645054998,14.729109670278348,-1000,14.729109670278348,0,0
1841,267.977524,385.753915,1.5,false,false,55.756921,2,true,1841,1.7,1.728,-104.62456261857125,0.1056544702275029,-9.774904840557255,258,24.977320419967832,-1000,-48.149904840557255,8.941947210447687,-1000,-0.6208793498700853,0,0
1868,121.035764,431.931819,1.5,false,false,131.092304,2,true,1868,0.7,1.728,-104.62456261857125,0.029138994878449787,-15.365189906278388,130,26.400943221877057,-1000,-53.74018990627839,16.424961842197344,-1000,16.424961842197344,0,0
1889,-232.892183,162.985751,1.5,false,false,271.586968,3,true,1889,3.7,1.728,-104.62456261857125,0.00016138279939958638,-37.970911780512864,4,19.408409634120815,-1000,-76.34591178051286,11.953860378203956,-1000,10.399845603046233,0,0
1893,-228.224603,492.749224,1.5,false,false,67.785472,3,true,1893,2.7,1.728,-104.62456261857125,0.002418765372138907,-26.17755730217091,3,25.069453005723553,-1000,-64.55255730217091,9.06518996624691,-1000,0.2686213629701042,0,0
1899,-182.431239,399.078824,1.5,false,false,79.178884,3,true,1899,2.7,1.728,-104.62456261857125,6.121578235020434E-05,-42.23682412780627,259,16.09420501308903,-1000,-80.61182412780627,9.702593228502137,-1000,-5.862458567538091,0,0
1930,-187.578759,516.700445,1.5,false,false,107.015419,3,true,1930,2.7,1.728,-104.62456261857125,0.00010558698282638054,-39.799608548470516,3,20.831790612916613,-1000,-78.17460854847052,14.007454497992594,-1000,14.007454497992594,0,0
1933,-217.312157,358.674416,1.5,false,false,84.539492,3,true,1933,1.7,1.728,-104.62456261857125,5.623321768767277E-05,-42.58369182583715,259,17.112802880371937,-1000,-80.95869182583715,9.080614470959858,-1000,4.712353388558262,0,0
1969,-251.396291,295.24992,1.5,false,false,139.759734,3,true,1969,0.7,1.728,-104.62456261857125,0.00027665465071025736,-35.700472441041796,259,15.531319303375184,-1000,-74.0754724410418,14.029471081838922,-1000,14.029471081838922,0,0
1971,-228.415436,527.430339,1.5,false,false,99.663603,3,true,1971,2.7,1.728,-104.62456261857125,0.02472014757279745,-16.081679566901272,3,25.51165348002658,-1000,-54.45667956690127,11.666346877906289,-1000,11.666346877906289,0,0
1976,-246.012152,522.369868,1.5,false,false,92.481653,3,true,1976,0.7,1.728,-104.62456261857125,0.00021961721794356396,-36.67301742600901,3,16.80590717688316,-1000,-75.04801742600901,9.781401880470977,-1000,7.8130391832997175,0,0
1978,-243.923105,488.713018,1.5,false,false,60.759394,3,true,1978,3.7,1.728,-104.62456261857125,0.005169564849993348,-22.88940995700473,3,22.572837550490377,-1000,-61.26440995700473,9.23845225565893,-1000,1.103300290823201,0,0
1994,-75.388053,257.644862,1.5,false,false,248.586929,3,true,1994,2.7,1.728,-104.62456261857125,0.0004758670578932153,-33.279739677803974,259,18.978900745979324,-1000,-71.65473967780397,13.982796444428217,-1000,13.982796444428217,0,0
