BaseID,SecID,UserID,RSSI,IfStation,IfRSSI,ThermalNoise,SINR,RestOfInterference,Distance,
128,1,384,0,-104.62456889386765,3.846910052925864,-37.57505406841514,243.3012549234093
130,1,385,0,-104.62456262222398,-1.3226474973101574,-18.712685361230143,253.93674486418095
5,0,386,0,-104.62456262336461,5.009562472481775,-20.53401277069179,285.40652538547715
0,0,387,0,-104.62457287001523,4.1588956908388255,-19.057406200195906,222.43883276089562
128,1,388,0,-104.62456461699132,25.832947949029148,-47.86068055009384,209.0378550009744
0,0,389,0,-104.62805655355399,12.183455370805838,-42.423524037265246,193.13037165601864
256,2,390,0,-104.62456924677532,26.61013517224535,-53.73063148631395,140.78989861499977
0,0,391,0,-104.62456263332261,2.9886323579505074,-21.099842639424505,220.25505867812433
256,2,392,0,-104.62456284451304,7.392586968809994,-29.499217769047135,132.06356657115938
0,0,393,0,-104.62456262455878,6.436621448998636,-18.34713551422048,261.3179773853001
128,1,394,0,-104.62478101395666,15.029565300212084,-31.92592134277875,148.70675614535432
256,2,395,0,-104.6245628336494,7.825277070110872,-20.70133514903962,209.98395072060106
0,0,396,0,-104.62456268625405,12.790301543803736,-25.38628950532006,99.0657502358403
128,1,397,0,-104.62457174429667,8.670976296659866,-30.718027769815947,52.48838533694256
128,1,398,0,-104.62456291734374,22.199570380948487,-34.55940174968185,102.31454038290613
128,1,399,0,-104.62456262029242,8.527811356237095,-26.415859533676034,168.5366016685892
0,0,400,0,-104.62456262409378,0.4155870280333289,-26.80528063121887,161.99957038003834
256,2,401,0,-104.62457771611274,21.019374817870855,-46.78273916203497,33.2716324515965
128,1,402,0,-104.624571977409,19.005286170606112,-54.0318686256246,122.03976249425043
128,1,403,0,-104.62456272489706,6.8260658333417155,-21.793207699060105,167.93332962559936
128,1,404,0,-104.62456262646785,0.6032096211576601,-18.854785033997626,211.95320468384196
0,0,405,0,-104.6252232675408,21.740627050955887,-34.81776256047966,150.46968360019875
129,1,406,0,-104.62456263828696,7.5398682994002115,-22.66639844304866,294.6567135582762
0,0,407,0,-104.62456269049838,5.153288413354318,-33.8371997118242,42.210905257472625
0,0,408,0,-104.62457147899944,5.844291549287291,-19.696486638349867,232.3190934528358
128,1,409,0,-104.62456478582111,24.827973384455717,-40.45606348291295,136.59098099047696
0,0,410,0,-104.62456443588279,5.8995194204903925,-35.82745580763026,181.67866400875087
0,0,411,0,-104.62456265092594,10.152359035654484,-23.723013809708586,194.56084777949414
256,2,412,0,-104.62457181860654,12.120684913022039,-28.20545967119753,115.54921014327803
256,2,413,0,-104.62456267067125,13.97359466043757,-32.133942541920035,217.16520302057884
