ID,X,Y,X2,Y2,Active
17,250.000001,-1010.362969,250.000001,-721.687835,1
17,250.000001,-721.687835,500.000001,-577.350267,1
17,500.000001,-577.350267,750.000001,-721.687835,1
17,750.000001,-721.687835,750.000001,-1010.362969,1
18,1000.000000,-577.350269,750.000000,-721.687836,1
18,750.000000,-721.687836,500.000000,-577.350269,1
18,500.000000,-577.350269,500.000000,-288.675135,1
18,500.000000,-288.675135,750.000000,-144.337567,1
18,750.000000,-144.337567,1000.000000,-288.675135,1
18,1000.000000,-288.675135,1000.000000,-577.350269,1
19,1749.999998,-144.337570,1499.999998,-288.675137,1
19,1499.999998,-288.675137,1249.999998,-144.337570,1
19,1249.999998,-144.337570,1249.999998,144.337564,1
19,1249.999998,144.337564,1499.999998,288.675132,1
19,1499.999998,288.675132,1749.999998,144.337564,1
19,1749.999998,144.337564,1749.999998,-144.337570,1
20,1499.999998,288.675131,1249.999998,144.337564,1
20,1249.999998,144.337564,999.999998,288.675131,1
20,999.999998,288.675131,999.999998,577.350265,1
20,999.999998,577.350265,1249.999998,721.687833,1
20,1249.999998,721.687833,1499.999998,577.350265,1
20,1499.999998,577.350265,1499.999998,288.675131,1
21,1249.999997,721.687832,999.999997,577.350264,1
21,999.999997,577.350264,749.999997,721.687832,1
21,749.999997,721.687832,749.999997,1010.362966,1
21,749.999997,1010.362966,999.999997,1154.700534,1
21,999.999997,1154.700534,1249.999997,1010.362966,1
21,1249.999997,1010.362966,1249.999997,721.687832,1
22,999.999997,1154.700533,749.999997,1010.362965,1
22,749.999997,1010.362965,499.999997,1154.700533,1
22,499.999997,1154.700533,499.999997,1443.375667,1
22,499.999997,1443.375667,749.999997,1587.713235,1
22,749.999997,1587.713235,999.999997,1443.375667,1
22,999.999997,1443.375667,999.999997,1154.700533,1
23,499.999997,1154.700534,249.999997,1010.362966,1
23,249.999997,1010.362966,-0.000003,1154.700534,1
23,-0.000003,1154.700534,-0.000003,1443.375668,1
23,-0.000003,1443.375668,249.999997,1587.713236,1
23,249.999997,1587.713236,499.999997,1443.375668,1
23,499.999997,1443.375668,499.999997,1154.700534,1
24,-0.000002,1154.700535,-250.000002,1010.362967,1
24,-250.000002,1010.362967,-500.000002,1154.700535,1
24,-500.000002,1154.700535,-500.000002,1443.375669,1
24,-500.000002,1443.375669,-250.000002,1587.713236,1
24,-250.000002,1587.713236,-0.000002,1443.375669,1
24,-0.000002,1443.375669,-0.000002,1154.700535,1
25,-500.000002,1154.700536,-750.000002,1010.362968,1
25,-750.000002,1010.362968,-1000.000002,1154.700536,1
25,-1000.000002,1154.700536,-1000.000002,1443.375670,1
25,-1000.000002,1443.375670,-750.000002,1587.713237,1
25,-750.000002,1587.713237,-500.000002,1443.375670,1
25,-500.000002,1443.375670,-500.000002,1154.700536,1
26,-750.000001,721.687836,-1000.000001,577.350268,1
26,-1000.000001,577.350268,-1250.000001,721.687836,1
26,-1250.000001,721.687836,-1250.000001,1010.362970,1
26,-1250.000001,1010.362970,-1000.000001,1154.700537,1
26,-1000.000001,1154.700537,-750.000001,1010.362970,1
26,-750.000001,1010.362970,-750.000001,721.687836,1
27,-999.999999,288.675136,-1249.999999,144.337568,1
27,-1249.999999,144.337568,-1499.999999,288.675136,1
27,-1499.999999,288.675136,-1499.999999,577.350270,1
27,-1499.999999,577.350270,-1249.999999,721.687837,1
27,-1249.999999,721.687837,-999.999999,577.350270,1
27,-999.999999,577.350270,-999.999999,288.675136,1
28,-1249.999998,-144.337564,-1499.999998,-288.675132,1
28,-1499.999998,-288.675132,-1749.999998,-144.337564,1
28,-1749.999998,-144.337564,-1749.999998,144.337570,1
28,-1749.999998,144.337570,-1499.999998,288.675137,1
28,-1499.999998,288.675137,-1249.999998,144.337570,1
28,-1249.999998,144.337570,-1249.999998,-144.337564,1
29,-999.999998,-577.350265,-1249.999998,-721.687833,1
29,-1249.999998,-721.687833,-1499.999998,-577.350265,1
29,-1499.999998,-577.350265,-1499.999998,-288.675131,1
29,-1499.999998,-288.675131,-1249.999998,-144.337564,1
29,-1249.999998,-144.337564,-999.999998,-288.675131,1
29,-999.999998,-288.675131,-999.999998,-577.350265,1
30,-749.999997,-1010.362966,-999.999997,-1154.700534,1
30,-999.999997,-1154.700534,-1249.999997,-1010.362966,1
30,-1249.999997,-1010.362966,-1249.999997,-721.687832,1
30,-1249.999997,-721.687832,-999.999997,-577.350264,1
30,-999.999997,-577.350264,-749.999997,-721.687832,1
30,-749.999997,-721.687832,-749.999997,-1010.362966,1
31,-499.999997,-1443.375667,-749.999997,-1587.713235,1
31,-749.999997,-1587.713235,-999.999997,-1443.375667,1
31,-999.999997,-1443.375667,-999.999997,-1154.700533,1
31,-999.999997,-1154.700533,-749.999997,-1010.362965,1
31,-749.999997,-1010.362965,-499.999997,-1154.700533,1
31,-499.999997,-1154.700533,-499.999997,-1443.375667,1
32,0.000003,-1443.375668,-249.999997,-1587.713236,1
32,-249.999997,-1587.713236,-499.999997,-1443.375668,1
32,-499.999997,-1443.375668,-499.999997,-1154.700534,1
32,-499.999997,-1154.700534,-249.999997,-1010.362966,1
32,-249.999997,-1010.362966,0.000003,-1154.700534,1
32,0.000003,-1154.700534,0.000003,-1443.375668,1
33,500.000002,-1443.375669,250.000002,-1587.713236,1
33,250.000002,-1587.713236,0.000002,-1443.375669,1
33,0.000002,-1443.375669,0.000002,-1154.700535,1
33,0.000002,-1154.700535,250.000002,-1010.362967,1
33,250.000002,-1010.362967,500.000002,-1154.700535,1
33,500.000002,-1154.700535,500.000002,-1443.375669,1
34,1000.000002,-1443.375670,750.000002,-1587.713237,1
34,750.000002,-1587.713237,500.000002,-1443.375670,1
34,500.000002,-1443.375670,500.000002,-1154.700536,1
34,500.000002,-1154.700536,750.000002,-1010.362968,1
34,750.000002,-1010.362968,1000.000002,-1154.700536,1
34,1000.000002,-1154.700536,1000.000002,-1443.375670,1
35,1250.000001,-1010.362970,1000.000001,-1154.700537,1
35,1000.000001,-1154.700537,750.000001,-1010.362970,1
35,750.000001,-1010.362970,750.000001,-721.687836,1
35,750.000001,-721.687836,1000.000001,-577.350268,1
35,1000.000001,-577.350268,1250.000001,-721.687836,1
35,1250.000001,-721.687836,1250.000001,-1010.362970,1
36,1499.999999,-577.350270,1249.999999,-721.687837,1
36,1249.999999,-721.687837,999.999999,-577.350270,1
36,999.999999,-577.350270,999.999999,-288.675136,1
36,999.999999,-288.675136,1249.999999,-144.337568,1
36,1249.999999,-144.337568,1499.999999,-288.675136,1
36,1499.999999,-288.675136,1499.999999,-577.350270,1
37,2249.999998,-144.337571,1999.999998,-288.675138,1
37,1999.999998,-288.675138,1749.999998,-144.337571,1
37,1749.999998,-144.337571,1749.999998,144.337564,1
37,1749.999998,144.337564,1999.999998,288.675131,1
37,1999.999998,288.675131,2249.999998,144.337564,1
37,2249.999998,144.337564,2249.999998,-144.337571,1
38,1999.999997,288.675130,1749.999997,144.337563,1
38,1749.999997,144.337563,1499.999997,288.675130,1
38,1499.999997,288.675130,1499.999997,577.350264,1
38,1499.999997,577.350264,1749.999997,721.687832,1
38,1749.999997,721.687832,1999.999997,577.350264,1
38,1999.999997,577.350264,1999.999997,288.675130,1
39,1749.999997,721.687831,1499.999997,577.350264,1
39,1499.999997,577.350264,1249.999997,721.687831,1
39,1249.999997,721.687831,1249.999997,1010.362965,1
39,1249.999997,1010.362965,1499.999997,1154.700533,1
39,1499.999997,1154.700533,1749.999997,1010.362965,1
39,1749.999997,1010.362965,1749.999997,721.687831,1
40,1499.999996,1154.700532,1249.999996,1010.362964,1
40,1249.999996,1010.362964,999.999996,1154.700532,1
40,999.999996,1154.700532,999.999996,1443.375666,1
40,999.999996,1443.375666,1249.999996,1587.713234,1
40,1249.999996,1587.713234,1499.999996,1443.375666,1
40,1499.999996,1443.375666,1499.999996,1154.700532,1
41,1249.999996,1587.713233,999.999996,1443.375665,1
41,999.999996,1443.375665,749.999996,1587.713233,1
41,749.999996,1587.713233,749.999996,1876.388367,1
41,749.999996,1876.388367,999.999996,2020.725935,1
41,999.999996,2020.725935,1249.999996,1876.388367,1
41,1249.999996,1876.388367,1249.999996,1587.713233,1
42,749.999996,1587.713234,499.999996,1443.375666,1
42,499.999996,1443.375666,249.999996,1587.713234,1
42,249.999996,1587.713234,249.999996,1876.388368,1
42,249.999996,1876.388368,499.999996,2020.725936,1
42,499.999996,2020.725936,749.999996,1876.388368,1
42,749.999996,1876.388368,749.999996,1587.713234,1
43,249.999997,1587.713235,-0.000003,1443.375667,1
43,-0.000003,1443.375667,-250.000003,1587.713235,1
43,-250.000003,1587.713235,-250.000003,1876.388369,1
43,-250.000003,1876.388369,-0.000003,2020.725936,1
43,-0.000003,2020.725936,249.999997,1876.388369,1
43,249.999997,1876.388369,249.999997,1587.713235,1
44,-250.000003,1587.713236,-500.000003,1443.375668,1
44,-500.000003,1443.375668,-750.000003,1587.713236,1
44,-750.000003,1587.713236,-750.000003,1876.388370,1
44,-750.000003,1876.388370,-500.000003,2020.725937,1
44,-500.000003,2020.725937,-250.000003,1876.388370,1
44,-250.000003,1876.388370,-250.000003,1587.713236,1
45,-750.000002,1587.713236,-1000.000002,1443.375669,1
45,-1000.000002,1443.375669,-1250.000002,1587.713236,1
45,-1250.000002,1587.713236,-1250.000002,1876.388371,1
45,-1250.000002,1876.388371,-1000.000002,2020.725938,1
45,-1000.000002,2020.725938,-750.000002,1876.388371,1
45,-750.000002,1876.388371,-750.000002,1587.713236,1
46,-1000.000001,1154.700536,-1250.000001,1010.362969,1
46,-1250.000001,1010.362969,-1500.000001,1154.700536,1
46,-1500.000001,1154.700536,-1500.000001,1443.375671,1
46,-1500.000001,1443.375671,-1250.000001,1587.713238,1
46,-1250.000001,1587.713238,-1000.000001,1443.375671,1
46,-1000.000001,1443.375671,-1000.000001,1154.700536,1
47,-1250.000000,721.687836,-1500.000000,577.350269,1
47,-1500.000000,577.350269,-1750.000000,721.687836,1
47,-1750.000000,721.687836,-1750.000000,1010.362971,1
47,-1750.000000,1010.362971,-1500.000000,1154.700538,1
47,-1500.000000,1154.700538,-1250.000000,1010.362971,1
47,-1250.000000,1010.362971,-1250.000000,721.687836,1
48,-1499.999999,288.675136,-1749.999999,144.337569,1
48,-1749.999999,144.337569,-1999.999999,288.675136,1
48,-1999.999999,288.675136,-1999.999999,577.350271,1
48,-1999.999999,577.350271,-1749.999999,721.687838,1
48,-1749.999999,721.687838,-1499.999999,577.350271,1
48,-1499.999999,577.350271,-1499.999999,288.675136,1
49,-1749.999998,-144.337564,-1999.999998,-288.675131,1
49,-1999.999998,-288.675131,-2249.999998,-144.337564,1
49,-2249.999998,-144.337564,-2249.999998,144.337571,1
49,-2249.999998,144.337571,-1999.999998,288.675138,1
49,-1999.999998,288.675138,-1749.999998,144.337571,1
49,-1749.999998,144.337571,-1749.999998,-144.337564,1
50,-1499.999997,-577.350264,-1749.999997,-721.687832,1
50,-1749.999997,-721.687832,-1999.999997,-577.350264,1
50,-1999.999997,-577.350264,-1999.999997,-288.675130,1
50,-1999.999997,-288.675130,-1749.999997,-144.337563,1
50,-1749.999997,-144.337563,-1499.999997,-288.675130,1
50,-1499.999997,-288.675130,-1499.999997,-577.350264,1
51,-1249.999997,-1010.362965,-1499.999997,-1154.700533,1
51,-1499.999997,-1154.700533,-1749.999997,-1010.362965,1
51,-1749.999997,-1010.362965,-1749.999997,-721.687831,1
51,-1749.999997,-721.687831,-1499.999997,-577.350264,1
51,-1499.999997,-577.350264,-1249.999997,-721.687831,1
51,-1249.999997,-721.687831,-1249.999997,-1010.362965,1
52,-999.999996,-1443.375666,-1249.999996,-1587.713234,1
52,-1249.999996,-1587.713234,-1499.999996,-1443.375666,1
52,-1499.999996,-1443.375666,-1499.999996,-1154.700532,1
52,-1499.999996,-1154.700532,-1249.999996,-1010.362964,1
52,-1249.999996,-1010.362964,-999.999996,-1154.700532,1
52,-999.999996,-1154.700532,-999.999996,-1443.375666,1
53,-749.999996,-1876.388367,-999.999996,-2020.725935,1
53,-999.999996,-2020.725935,-1249.999996,-1876.388367,1
53,-1249.999996,-1876.388367,-1249.999996,-1587.713233,1
53,-1249.999996,-1587.713233,-999.999996,-1443.375665,1
53,-999.999996,-1443.375665,-749.999996,-1587.713233,1
53,-749.999996,-1587.713233,-749.999996,-1876.388367,1
54,-249.999996,-1876.388368,-499.999996,-2020.725936,1
54,-499.999996,-2020.725936,-749.999996,-1876.388368,1
54,-749.999996,-1876.388368,-749.999996,-1587.713234,1
54,-749.999996,-1587.713234,-499.999996,-1443.375666,1
54,-499.999996,-1443.375666,-249.999996,-1587.713234,1
54,-249.999996,-1587.713234,-249.999996,-1876.388368,1
55,250.000003,-1876.388369,0.000003,-2020.725936,1
55,0.000003,-2020.725936,-249.999997,-1876.388369,1
55,-249.999997,-1876.388369,-249.999997,-1587.713235,1
55,-249.999997,-1587.713235,0.000003,-1443.375667,1
55,0.000003,-1443.375667,250.000003,-1587.713235,1
55,250.000003,-1587.713235,250.000003,-1876.388369,1
56,750.000003,-1876.388370,500.000003,-2020.725937,1
56,500.000003,-2020.725937,250.000003,-1876.388370,1
56,250.000003,-1876.388370,250.000003,-1587.713236,1
56,250.000003,-1587.713236,500.000003,-1443.375668,1
56,500.000003,-1443.375668,750.000003,-1587.713236,1
56,750.000003,-1587.713236,750.000003,-1876.388370,1
57,1250.000002,-1876.388371,1000.000002,-2020.725938,1
57,1000.000002,-2020.725938,750.000002,-1876.388371,1
57,750.000002,-1876.388371,750.000002,-1587.713236,1
57,750.000002,-1587.713236,1000.000002,-1443.375669,1
57,1000.000002,-1443.375669,1250.000002,-1587.713236,1
57,1250.000002,-1587.713236,1250.000002,-1876.388371,1
58,1500.000001,-1443.375671,1250.000001,-1587.713238,1
58,1250.000001,-1587.713238,1000.000001,-1443.375671,1
58,1000.000001,-1443.375671,1000.000001,-1154.700536,1
58,1000.000001,-1154.700536,1250.000001,-1010.362969,1
58,1250.000001,-1010.362969,1500.000001,-1154.700536,1
58,1500.000001,-1154.700536,1500.000001,-1443.375671,1
59,1750.000000,-1010.362971,1500.000000,-1154.700538,1
59,1500.000000,-1154.700538,1250.000000,-1010.362971,1
59,1250.000000,-1010.362971,1250.000000,-721.687836,1
59,1250.000000,-721.687836,1500.000000,-577.350269,1
59,1500.000000,-577.350269,1750.000000,-721.687836,1
59,1750.000000,-721.687836,1750.000000,-1010.362971,1
60,1999.999999,-577.350271,1749.999999,-721.687838,1
60,1749.999999,-721.687838,1499.999999,-577.350271,1
60,1499.999999,-577.350271,1499.999999,-288.675136,1
60,1499.999999,-288.675136,1749.999999,-144.337569,1
60,1749.999999,-144.337569,1999.999999,-288.675136,1
60,1999.999999,-288.675136,1999.999999,-577.350271,1
61,2749.999997,-144.337572,2499.999997,-288.675139,1
61,2499.999997,-288.675139,2249.999997,-144.337572,1
61,2249.999997,-144.337572,2249.999997,144.337563,1
61,2249.999997,144.337563,2499.999997,288.675130,1
61,2499.999997,288.675130,2749.999997,144.337563,1
61,2749.999997,144.337563,2749.999997,-144.337572,1
62,2499.999997,288.675129,2249.999997,144.337562,1
62,2249.999997,144.337562,1999.999997,288.675129,1
62,1999.999997,288.675129,1999.999997,577.350264,1
62,1999.999997,577.350264,2249.999997,721.687831,1
62,2249.999997,721.687831,2499.999997,577.350264,1
62,2499.999997,577.350264,2499.999997,288.675129,1
63,2249.999996,721.687830,1999.999996,577.350263,1
63,1999.999996,577.350263,1749.999996,721.687830,1
63,1749.999996,721.687830,1749.999996,1010.362964,1
63,1749.999996,1010.362964,1999.999996,1154.700532,1
63,1999.999996,1154.700532,2249.999996,1010.362964,1
63,2249.999996,1010.362964,2249.999996,721.687830,1
64,1999.999996,1154.700531,1749.999996,1010.362964,1
64,1749.999996,1010.362964,1499.999996,1154.700531,1
64,1499.999996,1154.700531,1499.999996,1443.375665,1
64,1499.999996,1443.375665,1749.999996,1587.713233,1
64,1749.999996,1587.713233,1999.999996,1443.375665,1
64,1999.999996,1443.375665,1999.999996,1154.700531,1
65,1749.999995,1587.713232,1499.999995,1443.375664,1
65,1499.999995,1443.375664,1249.999995,1587.713232,1
65,1249.999995,1587.713232,1249.999995,1876.388366,1
65,1249.999995,1876.388366,1499.999995,2020.725934,1
65,1499.999995,2020.725934,1749.999995,1876.388366,1
65,1749.999995,1876.388366,1749.999995,1587.713232,1
66,1499.999995,2020.725933,1249.999995,1876.388365,1
66,1249.999995,1876.388365,999.999995,2020.725933,1
66,999.999995,2020.725933,999.999995,2309.401067,1
66,999.999995,2309.401067,1249.999995,2453.738635,1
66,1249.999995,2453.738635,1499.999995,2309.401067,1
66,1499.999995,2309.401067,1499.999995,2020.725933,1
67,999.999995,2020.725934,749.999995,1876.388366,1
67,749.999995,1876.388366,499.999995,2020.725934,1
67,499.999995,2020.725934,499.999995,2309.401068,1
67,499.999995,2309.401068,749.999995,2453.738636,1
67,749.999995,2453.738636,999.999995,2309.401068,1
67,999.999995,2309.401068,999.999995,2020.725934,1
68,499.999996,2020.725935,249.999996,1876.388367,1
68,249.999996,1876.388367,-0.000004,2020.725935,1
68,-0.000004,2020.725935,-0.000004,2309.401069,1
68,-0.000004,2309.401069,249.999996,2453.738636,1
68,249.999996,2453.738636,499.999996,2309.401069,1
68,499.999996,2309.401069,499.999996,2020.725935,1
69,-0.000004,2020.725936,-250.000004,1876.388368,1
69,-250.000004,1876.388368,-500.000004,2020.725936,1
69,-500.000004,2020.725936,-500.000004,2309.401070,1
69,-500.000004,2309.401070,-250.000004,2453.738637,1
69,-250.000004,2453.738637,-0.000004,2309.401070,1
69,-0.000004,2309.401070,-0.000004,2020.725936,1
70,-500.000003,2020.725936,-750.000003,1876.388369,1
70,-750.000003,1876.388369,-1000.000003,2020.725936,1
70,-1000.000003,2020.725936,-1000.000003,2309.401071,1
70,-1000.000003,2309.401071,-750.000003,2453.738638,1
70,-750.000003,2453.738638,-500.000003,2309.401071,1
70,-500.000003,2309.401071,-500.000003,2020.725936,1
71,-1000.000003,2020.725937,-1250.000003,1876.388370,1
71,-1250.000003,1876.388370,-1500.000003,2020.725937,1
71,-1500.000003,2020.725937,-1500.000003,2309.401072,1
71,-1500.000003,2309.401072,-1250.000003,2453.738639,1
71,-1250.000003,2453.738639,-1000.000003,2309.401072,1
71,-1000.000003,2309.401072,-1000.000003,2020.725937,1
72,-1250.000002,1587.713237,-1500.000002,1443.375670,1
72,-1500.000002,1443.375670,-1750.000002,1587.713237,1
72,-1750.000002,1587.713237,-1750.000002,1876.388372,1
72,-1750.000002,1876.388372,-1500.000002,2020.725939,1
72,-1500.000002,2020.725939,-1250.000002,1876.388372,1
72,-1250.000002,1876.388372,-1250.000002,1587.713237,1
73,-1500.000001,1154.700537,-1750.000001,1010.362970,1
73,-1750.000001,1010.362970,-2000.000001,1154.700537,1
73,-2000.000001,1154.700537,-2000.000001,1443.375672,1
73,-2000.000001,1443.375672,-1750.000001,1587.713239,1
73,-1750.000001,1587.713239,-1500.000001,1443.375672,1
73,-1500.000001,1443.375672,-1500.000001,1154.700537,1
74,-1749.999999,721.687837,-1999.999999,577.350270,1
74,-1999.999999,577.350270,-2249.999999,721.687837,1
74,-2249.999999,721.687837,-2249.999999,1010.362972,1
74,-2249.999999,1010.362972,-1999.999999,1154.700539,1
74,-1999.999999,1154.700539,-1749.999999,1010.362972,1
74,-1749.999999,1010.362972,-1749.999999,721.687837,1
75,-1999.999998,288.675137,-2249.999998,144.337570,1
75,-2249.999998,144.337570,-2499.999998,288.675137,1
75,-2499.999998,288.675137,-2499.999998,577.350272,1
75,-2499.999998,577.350272,-2249.999998,721.687839,1
75,-2249.999998,721.687839,-1999.999998,577.350272,1
75,-1999.999998,577.350272,-1999.999998,288.675137,1
76,-2249.999997,-144.337563,-2499.999997,-288.675130,1
76,-2499.999997,-288.675130,-2749.999997,-144.337563,1
76,-2749.999997,-144.337563,-2749.999997,144.337572,1
76,-2749.999997,144.337572,-2499.999997,288.675139,1
76,-2499.999997,288.675139,-2249.999997,144.337572,1
76,-2249.999997,144.337572,-2249.999997,-144.337563,1
77,-1999.999997,-577.350264,-2249.999997,-721.687831,1
77,-2249.999997,-721.687831,-2499.999997,-577.350264,1
77,-2499.999997,-577.350264,-2499.999997,-288.675129,1
77,-2499.999997,-288.675129,-2249.999997,-144.337562,1
77,-2249.999997,-144.337562,-1999.999997,-288.675129,1
77,-1999.999997,-288.675129,-1999.999997,-577.350264,1
78,-1749.999996,-1010.362964,-1999.999996,-1154.700532,1
78,-1999.999996,-1154.700532,-2249.999996,-1010.362964,1
78,-2249.999996,-1010.362964,-2249.999996,-721.687830,1
78,-2249.999996,-721.687830,-1999.999996,-577.350263,1
78,-1999.999996,-577.350263,-1749.999996,-721.687830,1
78,-1749.999996,-721.687830,-1749.999996,-1010.362964,1
79,-1499.999996,-1443.375665,-1749.999996,-1587.713233,1
79,-1749.999996,-1587.713233,-1999.999996,-1443.375665,1
79,-1999.999996,-1443.375665,-1999.999996,-1154.700531,1
79,-1999.999996,-1154.700531,-1749.999996,-1010.362964,1
79,-1749.999996,-1010.362964,-1499.999996,-1154.700531,1
79,-1499.999996,-1154.700531,-1499.999996,-1443.375665,1
80,-1249.999995,-1876.388366,-1499.999995,-2020.725934,1
80,-1499.999995,-2020.725934,-1749.999995,-1876.388366,1
80,-1749.999995,-1876.388366,-1749.999995,-1587.713232,1
80,-1749.999995,-1587.713232,-1499.999995,-1443.375664,1
80,-1499.999995,-1443.375664,-1249.999995,-1587.713232,1
80,-1249.999995,-1587.713232,-1249.999995,-1876.388366,1
81,-999.999995,-2309.401067,-1249.999995,-2453.738635,1
81,-1249.999995,-2453.738635,-1499.999995,-2309.401067,1
81,-1499.999995,-2309.401067,-1499.999995,-2020.725933,1
81,-1499.999995,-2020.725933,-1249.999995,-1876.388365,1
81,-1249.999995,-1876.388365,-999.999995,-2020.725933,1
81,-999.999995,-2020.725933,-999.999995,-2309.401067,1
82,-499.999995,-2309.401068,-749.999995,-2453.738636,1
82,-749.999995,-2453.738636,-999.999995,-2309.401068,1
82,-999.999995,-2309.401068,-999.999995,-2020.725934,1
82,-999.999995,-2020.725934,-749.999995,-1876.388366,1
82,-749.999995,-1876.388366,-499.999995,-2020.725934,1
82,-499.999995,-2020.725934,-499.999995,-2309.401068,1
