ID,X,Y,Z,HDirection,HWidth,VTilt
309 , -999.999996 , -1732.050800 , 25.000000 , 300.000000 , 65.000000 , 6.300000
310 , -499.999996 , -1732.050801 , 25.000000 , 300.000000 , 65.000000 , 6.300000
311 , 0.000003 , -1732.050802 , 25.000000 , 300.000000 , 65.000000 , 6.300000
312 , 500.000003 , -1732.050803 , 25.000000 , 300.000000 , 65.000000 , 6.300000
313 , 1000.000002 , -1732.050804 , 25.000000 , 300.000000 , 65.000000 , 6.300000
314 , 1250.000001 , -1299.038104 , 25.000000 , 300.000000 , 65.000000 , 6.300000
315 , 1500.000000 , -866.025404 , 25.000000 , 300.000000 , 65.000000 , 6.300000
316 , 1749.999999 , -433.012704 , 25.000000 , 300.000000 , 65.000000 , 6.300000
317 , 2499.999997 , -0.000005 , 25.000000 , 300.000000 , 65.000000 , 6.300000
318 , 2249.999997 , 433.012696 , 25.000000 , 300.000000 , 65.000000 , 6.300000
319 , 1999.999996 , 866.025397 , 25.000000 , 300.000000 , 65.000000 , 6.300000
320 , 1749.999996 , 1299.038098 , 25.000000 , 300.000000 , 65.000000 , 6.300000
321 , 1499.999995 , 1732.050799 , 25.000000 , 300.000000 , 65.000000 , 6.300000
322 , 1249.999995 , 2165.063500 , 25.000000 , 300.000000 , 65.000000 , 6.300000
323 , 749.999995 , 2165.063501 , 25.000000 , 300.000000 , 65.000000 , 6.300000
324 , 249.999996 , 2165.063502 , 25.000000 , 300.000000 , 65.000000 , 6.300000
325 , -250.000004 , 2165.063503 , 25.000000 , 300.000000 , 65.000000 , 6.300000
326 , -750.000003 , 2165.063504 , 25.000000 , 300.000000 , 65.000000 , 6.300000
327 , -1250.000003 , 2165.063505 , 25.000000 , 300.000000 , 65.000000 , 6.300000
328 , -1500.000002 , 1732.050805 , 25.000000 , 300.000000 , 65.000000 , 6.300000
329 , -1750.000001 , 1299.038105 , 25.000000 , 300.000000 , 65.000000 , 6.300000
330 , -1999.999999 , 866.025405 , 25.000000 , 300.000000 , 65.000000 , 6.300000
331 , -2249.999998 , 433.012705 , 25.000000 , 300.000000 , 65.000000 , 6.300000
332 , -2499.999997 , 0.000005 , 25.000000 , 300.000000 , 65.000000 , 6.300000
333 , -2249.999997 , -433.012696 , 25.000000 , 300.000000 , 65.000000 , 6.300000
334 , -1999.999996 , -866.025397 , 25.000000 , 300.000000 , 65.000000 , 6.300000
335 , -1749.999996 , -1299.038098 , 25.000000 , 300.000000 , 65.000000 , 6.300000
336 , -1499.999995 , -1732.050799 , 25.000000 , 300.000000 , 65.000000 , 6.300000
337 , -1249.999995 , -2165.063500 , 25.000000 , 300.000000 , 65.000000 , 6.300000
338 , -749.999995 , -2165.063501 , 25.000000 , 300.000000 , 65.000000 , 6.300000
339 , -249.999996 , -2165.063502 , 25.000000 , 300.000000 , 65.000000 , 6.300000
340 , 250.000004 , -2165.063503 , 25.000000 , 300.000000 , 65.000000 , 6.300000
341 , 750.000003 , -2165.063504 , 25.000000 , 300.000000 , 65.000000 , 6.300000
342 , 1250.000003 , -2165.063505 , 25.000000 , 300.000000 , 65.000000 , 6.300000
343 , 1500.000002 , -1732.050805 , 25.000000 , 300.000000 , 65.000000 , 6.300000
344 , 1750.000001 , -1299.038105 , 25.000000 , 300.000000 , 65.000000 , 6.300000
345 , 1999.999999 , -866.025405 , 25.000000 , 300.000000 , 65.000000 , 6.300000
346 , 2249.999998 , -433.012705 , 25.000000 , 300.000000 , 65.000000 , 6.300000
347 , 2749.999996 , 433.012695 , 25.000000 , 300.000000 , 65.000000 , 6.300000
348 , 2499.999996 , 866.025396 , 25.000000 , 300.000000 , 65.000000 , 6.300000
349 , 2249.999995 , 1299.038097 , 25.000000 , 300.000000 , 65.000000 , 6.300000
350 , 1999.999995 , 1732.050798 , 25.000000 , 300.000000 , 65.000000 , 6.300000
351 , 999.999994 , 2598.076201 , 25.000000 , 300.000000 , 65.000000 , 6.300000
352 , 499.999995 , 2598.076202 , 25.000000 , 300.000000 , 65.000000 , 6.300000
353 , -0.000005 , 2598.076203 , 25.000000 , 300.000000 , 65.000000 , 6.300000
354 , -500.000004 , 2598.076204 , 25.000000 , 300.000000 , 65.000000 , 6.300000
355 , -1750.000002 , 2165.063506 , 25.000000 , 300.000000 , 65.000000 , 6.300000
356 , -2000.000001 , 1732.050806 , 25.000000 , 300.000000 , 65.000000 , 6.300000
357 , -2250.000000 , 1299.038106 , 25.000000 , 300.000000 , 65.000000 , 6.300000
358 , -2499.999999 , 866.025406 , 25.000000 , 300.000000 , 65.000000 , 6.300000
359 , -2749.999996 , -433.012695 , 25.000000 , 300.000000 , 65.000000 , 6.300000
360 , -2499.999996 , -866.025396 , 25.000000 , 300.000000 , 65.000000 , 6.300000
361 , -2249.999995 , -1299.038097 , 25.000000 , 300.000000 , 65.000000 , 6.300000
362 , -1999.999995 , -1732.050798 , 25.000000 , 300.000000 , 65.000000 , 6.300000
363 , -999.999994 , -2598.076201 , 25.000000 , 300.000000 , 65.000000 , 6.300000
364 , -499.999995 , -2598.076202 , 25.000000 , 300.000000 , 65.000000 , 6.300000
365 , 0.000005 , -2598.076203 , 25.000000 , 300.000000 , 65.000000 , 6.300000
366 , 500.000004 , -2598.076204 , 25.000000 , 300.000000 , 65.000000 , 6.300000
367 , 1750.000002 , -2165.063506 , 25.000000 , 300.000000 , 65.000000 , 6.300000
368 , 2000.000001 , -1732.050806 , 25.000000 , 300.000000 , 65.000000 , 6.300000
369 , 2250.000000 , -1299.038106 , 25.000000 , 300.000000 , 65.000000 , 6.300000
370 , 2499.999999 , -866.025406 , 25.000000 , 300.000000 , 65.000000 , 6.300000
371 , 2999.999995 , 866.025395 , 25.000000 , 300.000000 , 65.000000 , 6.300000
372 , 2749.999995 , 1299.038096 , 25.000000 , 300.000000 , 65.000000 , 6.300000
373 , 2499.999994 , 1732.050797 , 25.000000 , 300.000000 , 65.000000 , 6.300000
374 , 249.999994 , 3031.088903 , 25.000000 , 300.000000 , 65.000000 , 6.300000
375 , -250.000005 , 3031.088904 , 25.000000 , 300.000000 , 65.000000 , 6.300000
376 , -2500.000001 , 1732.050807 , 25.000000 , 300.000000 , 65.000000 , 6.300000
377 , -2749.999999 , 1299.038107 , 25.000000 , 300.000000 , 65.000000 , 6.300000
378 , -2749.999995 , -1299.038096 , 25.000000 , 300.000000 , 65.000000 , 6.300000
379 , -2499.999994 , -1732.050797 , 25.000000 , 300.000000 , 65.000000 , 6.300000
380 , -249.999994 , -3031.088903 , 25.000000 , 300.000000 , 65.000000 , 6.300000
381 , 250.000005 , -3031.088904 , 25.000000 , 300.000000 , 65.000000 , 6.300000
382 , 2500.000001 , -1732.050807 , 25.000000 , 300.000000 , 65.000000 , 6.300000
383 , 2749.999999 , -1299.038107 , 25.000000 , 300.000000 , 65.000000 , 6.300000
